,name_e,id,name,p_img,p_name,p_tooltip,q_img,q_name,q_cool,q_cost,q_range,q_tooltip,w_img,w_name,w_cool,w_cost,w_range,w_tooltip,e_img,e_name,e_cool,e_cost,e_range,e_tooltip,r_img,r_name,r_cool,r_cost,r_range,r_tooltip
10,AurelionSol,136,아우렐리온 솔,AurelionSol_Passive.png,우주의 중심,위성이 아우렐리온 솔의 주위를 돌며 충돌하는 적들에게 마법 피해를 입힙니다.,AurelionSolQ.png,은하 해일,"[12, 11, 10, 9, 8]",60/70/80/90/100,1075,"아우렐리온 솔이 작은 별을 생성하고 이동 속도가 ?% 상승합니다. 별은 아우렐리온 솔의 궤도 한계를 벗어나거나 스킬을 재사용하면 폭발하며 ?의 마법 피해를 입히고, 별의 이동 거리에 따라 ?~?초 동안 기절시킵니다.",AurelionSolW.png,우주 팽창,"[8, 6.5, 5, 3.5, 2]",70/80/90/100/110,600,기본 지속 효과: 우주의 중심으로 입히는 피해가 ? 증가합니다.사용 시: 아우렐리온 솔의 위성이 궤도 한계에서 더 빠르게 공전하며 ?%의 피해를 입힙니다. 3초가 지나거나 해당 스킬 재사용 또는 혜성 전설 사용 시 위성은 제자리로 돌아오며 아우렐리온 솔의 이동 속도가 40% 상승했다가 1.5초에 걸쳐 원래대로 돌아옵니다.,AurelionSolE.png,혜성전설,"[80, 75, 70, 65, 60]",60,5500/6000/6500/7000/7500,"아우렐리온 솔이 지정한 방향을 향해 ?의 이동 속도로 비행을 시작합니다. 챔피언이나 구조물로부터 피해를 입으면 비행을 중단합니다. 비행 중에는 벽 너머를 볼 수 있으며, 벽 너머의 적들도 아우렐리온 솔을 볼 수 있습니다.이 스킬은 전투 중이 아닐 때만 사용할 수 있습니다.",AurelionSolR.png,성운의 공명,"[110, 90, 70]",100,1500,아우렐리온 솔이 성운파를 뿜어내 적에게 ?의 마법 피해를 입히고 ?초 동안 ?% 둔화시킵니다. 또한 적들을 궤도 한계까지 밀어냅니다.
11,Azir,268,아지르,Azir_Passive.png,슈리마의 유산,아지르는 무너진 아군 포탑이나 적 포탑 위에 태양 포탑을 소환할 수 있습니다.,AzirQ.png,사막의 맹습,"[14, 12, 10, 8, 6]",55,740,아지르가 모든 모래 병사를 지정한 위치로 보냅니다. 모래 병사는 통과한 적에게 ?의 마법 피해를 입히며 1초 동안 ?% 둔화시킵니다.,AzirW.png,일어나라!,"[1.5, 1.5, 1.5, 1.5, 1.5]",40,500,기본 지속 효과: 아지르의 공격 속도가 ?% 증가합니다. 모래 병사가 ?명 이상이면 ?초 동안 공격 속도가 추가로 ?% 증가합니다.사용 시: 아지르가 ?초 동안 모래 병사 하나를 소환합니다. 모래 병사 근처에 있는 적을 공격하면 해당 병사에게 공격 명령을 내려 적이 있는 방향에 ?의 마법 피해를 입힙니다.이 스킬은 ?회까지 충전됩니다.,AzirE.png,신기루,"[19, 18, 17, 16, 15]",60,1100,아지르가 ?초 동안 ?의 피해를 흡수하는 보호막을 얻고 모래 병사 중 하나에게 돌진하여 통과하는 적들에게 ?의 마법 피해를 입힙니다.아지르가 적 챔피언과 부딪치면 그 자리에서 멈추고 모래 병사 중첩을 얻습니다.,AzirR.png,황제의 진영,"[120, 105, 90]",100,250,"아지르가 무장한 병사들을 일렬 횡대로 소환하여 돌진시키며, 적들을 밀어내고 ?의 마법 피해를 입힙니다. 병사들은 ?초 동안 남아 적의 길을 가로막습니다."
12,Bard,432,바드,Bard_Passive.png,방랑자의 부름,"정령: 바드에게 이끌려 모여든 정령들이 바드의 기본 공격을 도와 추가 마법 피해를 입힙니다. 바드가 고대의 종을 충분히 모으면 정령이 일정 영역에 피해를 입히며 적중당한 적을 둔화시킵니다.고대의 종: 맵상의 무작위 장소에 바드가 모을 수 있는 고대의 종이 나타납니다. 고대의 종을 획득하면 경험치, 마나 회복 효과, 비전투 시 이동 속도를 얻습니다.",BardQ.png,우주의 결속,"[11, 10, 9, 8, 7]",60,25000,바드가 에너지 광선을 직선으로 발사해 처음 적중하는 적 둘에게 ?의 마법 피해를 입힙니다. 처음 적중한 대상은 ?초간 ?% 둔화됩니다.광선이 두 번째 대상이나 벽을 맞히면 적중당한 모든 적이 ?초간 기절합니다.,BardW.png,수호자의 성소,"[14, 14, 14, 14, 14]",70,800,바드가 체력 회복 성소를 생성해 이동 속도가 ?%가 상승했다가 ?초에 걸쳐 원래대로 돌아옵니다. 성소에 처음 들어온 아군은 최소 ?의 체력을 회복합니다. 성소가 ?초 이후 최대 ?의 체력을 회복합니다.바드는 한 번에 최대 ?개의 성소를 세울 수 있습니다. 적 챔피언이 체력 회복 성소에 들어오면 파괴됩니다.현재 활성화된 성소: ? / ?,BardE.png,신비한 차원문,"[22, 20.5, 19, 17.5, 16]",30,900,바드가 지형을 통과하는 일방통행 차원문을 ?초 동안 엽니다. 모든 챔피언은 입구 근처에서 차원문으로 이동하여 들어갈 수 있습니다.,BardR.png,운명의 소용돌이,"[110, 95, 80]",100,3400,바드가 지정한 지역에 마법의 보호 에너지를 던집니다. 적중한 모든 유닛과 구조물은 ?초 동안 경직 상태가 됩니다.
13,Blitzcrank,53,블리츠크랭크,Blitzcrank_Passive.png,마나 보호막,체력이 낮아지면 블리츠크랭크가 마나에 비례하여 보호막을 얻습니다.,BlitzcrankQ.png,로켓 손,"[20, 19, 18, 17, 16]",100,1079,블리츠크랭크가 오른손을 발사하여 적중당한 적을 끌어당기고 ?의 마법 피해를 입힙니다.,BlitzcrankW.png,폭주,"[15, 15, 15, 15, 15]",75,1,"블리츠크랭크가 힘을 충전하여 ?초 동안 이동 속도가 ?% 증가했다가 점차 원래대로 돌아오고, 공격 속도가 ?% 증가합니다. 폭주 효과가 끝나면 블리츠크랭크가 ?초 동안 ?% 둔화됩니다.",BlitzcrankE.png,강철 주먹,"[9, 8, 7, 6, 5]",25,300,블리츠크랭크가 주먹에 힘을 모아 다음 공격 시 적을 공중으로 띄우고 ?의 물리 피해를 입힙니다.이 스킬은 피해를 입힐 때 효과가 발동합니다.,BlitzcrankR.png,정전기장,"[60, 40, 20]",100,600,기본 지속 효과: 스킬이 재사용 대기 상태가 아닐 때 블리츠크랭크의 주먹에 번개가 충전되어 공격 대상에게 표식을 남깁니다. 1초가 지나면 해당 적이 감전되어 ?의 마법 피해를 입습니다.사용 시: 블리츠크랭크가 과충전해 주변 적들에게 ?의 마법 피해를 입히고 0.75초 동안 침묵시킵니다. 또한 적들의 보호막도 파괴합니다.
14,Brand,63,브랜드,Brand_Passive.png,불길,"브랜드의 스킬이 적을 불길로 휘감아, 4초 동안 피해를 줍니다. 불길은 세 번까지 중첩되며, 적이 불타는 동안 브랜드가 적을 처치하면 마나를 회복합니다. 챔피언이나 대형 몬스터에 불길이 세 번 중첩되면 불안정해져 2초 후 폭발하고, 근처 적에게 스킬 효과를 적용하며 막대한 피해를 입힙니다.",BrandQ.png,불태우기,"[8, 7.5, 7, 6.5, 6]",50,1050,브랜드가 불덩이를 발사하여 처음 적중한 적에게 ?의 마법 피해를 입힙니다.대상이 불타는 상태라면 1.5초 동안 기절합니다.,BrandW.png,화염 기둥,"[10, 9.5, 9, 8.5, 8]",60/70/80/90/100,900,브랜드가 순수한 화염 기둥을 생성하여 ?의 마법 피해를 입힙니다.대상이 불타는 상태라면 ?의 피해를 입습니다.,BrandE.png,발화,"[12, 11, 10, 9, 8]",70/75/80/85/90,625,브랜드가 목표에 강력한 폭발을 일으켜 주변 유닛에게 ?의 마법 피해를 입힙니다.대상이 불타는 상태라면 전파 범위는 두 배가 됩니다.,BrandR.png,파멸의 불덩이,"[105, 90, 75]",100,750,"브랜드가 파괴적인 화염을 발사합니다. 화염은 브랜드나 다른 적에게 최대 5번 튕기며, 튕길 때마다 ?의 마법 피해를 입힙니다. 화염은 불길 중첩이 적은 챔피언에게 우선적으로 튕깁니다.대상이 불타는 상태라면 잠시 ?% 둔화됩니다."
15,Braum,201,브라움,Braum_Passive.png,뇌진탕 펀치,브라움의 기본 공격은 뇌진탕 펀치를 적용시킵니다. 첫 번째 중첩이 적용된 후에는 아군의 기본 공격 역시 뇌진탕 펀치 중첩을 적용합니다. 중첩이 4번 쌓이면 대상은 기절하며 마법 피해를 입습니다. 다음 몇 초 동안은 중첩이 새로 쌓이지 않는 대신 브라움의 공격으로부터 추가 마법 피해를 입습니다.,BraumQ.png,동상,"[10, 9, 8, 7, 6]",45/50/55/60/65,1000,"브라움이 방패에서 빙결을 뿜어내어 ?의 마법 피해를 처음 맞는 적에게 입히고, 대상 적에게 ?%의 둔화를 겁니다. 둔화 효과는 ?초간 점차 감소합니다.이 스킬로 뇌진탕 펀치 중첩이 1회 쌓입니다. ",BraumW.png,내가 지킨다,"[12, 11, 10, 9, 8]",40,650,"브라움이 아군 챔피언이나 미니언에게 도약합니다. 대상에게 다다르면 대상은 ?초 동안 방어력이 ?, 마법 저항력이 ? 증가합니다. 브라움 역시 같은 시간 동안 방어력이 ?, 마법 저항력이 ? 증가합니다.",BraumE.png,불굴,"[16, 14, 12, 10, 8]",30/35/40/45/50,25000,브라움이 ?초 동안 방패를 들어 올려 선택한 방향에서 날아오는 적의 투사체를 가로막아 자신이 대신 맞고서 소멸시킵니다. 브라움이 막는 첫 번째 투사체는 피해를 입히지 않으며 이후 막는 투사체는 피해량이 ?% 감소합니다.방패를 들어 올리는 동안 브라움의 이동 속도가 ?% 증가합니다.,BraumR.png,빙하 균열,"[120, 100, 80]",100,1250,"브라움이 지면을 내리쳐 전방에 균열을 내며 균열에 있는 적과 브라움 근처에 있는 적을 공중으로 띄워 올리고 ?의 마법 피해를 입힙니다. 첫 번째로 맞은 대상은 브라움과의 거리에 비례하여 ?~?초 동안 공중으로 띄워 올리고, 다른 적들은 ?초 동안 공중으로 띄워 올립니다.균열은 ?초 동안 ?%만큼 둔화시키는 구역을 생성합니다."
16,Caitlyn,51,케이틀린,Caitlyn_Passive.png,헤드샷,케이틀린은 덫 또는 투망에 걸린 대상을 공격할 때나 일정 횟수 이상의 기본 공격을 했을 때 헤드샷을 발사하여 치명타 확률에 비례한 추가 피해를 입힙니다. 덫에 걸리거나 투망에 맞은 대상에게는 케이틀린의 헤드샷 공격 사거리가 두 배가 됩니다.,CaitlynQ.png,필트오버 피스메이커,"[10, 9, 8, 7, 6]",50/60/70/80/90,1250,케이틀린이 조준한 후 적을 관통하는 총알을 발사하여 ?의 물리 피해를 입힙니다. 첫 번째 대상에게 적중한 후에는 탄도체 유효 범위가 넓어지며 ?의 물리 피해를 입힙니다.요들잡이 덫 때문에 위치가 드러난 적은 항상 100%의 피해를 입습니다.,CaitlynW.png,요들잡이 덫,"[0.5, 0.5, 0.5, 0.5, 0.5]",20,800,케이틀린이 덫을 설치하여 처음 밟는 적을 ?초 동안 속박하고 3초 동안 해당 적에 대한 절대 시야를 얻습니다. 덫은 ?초 동안 지속되며 한 번에 ?개까지 설치할 수 있습니다. 이 스킬은 2회까지 충전됩니다. (?초마다 충전),CaitlynE.png,90구경 투망,"[16, 14.5, 13, 11.5, 10]",75,750,케이틀린이 투망을 발사하여 처음으로 적중한 적을 ?초 동안 ?% 둔화시키고 ?의 마법 피해를 입힙니다. 케이틀린은 뒤로 밀려납니다.,CaitlynR.png,비장의 한 발,"[90, 75, 60]",100,3500,케이틀린이 잠시 정신을 집중하고 공을 들인 완벽한 사격을 하여 ?의 물리 피해를 입힙니다. 다른 적 챔피언이 총알을 대신 맞을 수도 있습니다. 정신을 집중하는 동안 대상에 대한 절대 시야를 얻습니다.
17,Camille,164,카밀,Camille_Passive.png,적응형 방어 체계,챔피언에게 기본 공격 시 잠시 동안 카밀 최대 체력의 일부에 해당하는 피해를 흡수하는 보호막이 생깁니다. 적 챔피언이 어떤 피해를 주는지에 따라 물리 혹은 마법 보호막 중 하나만 생성됩니다.,CamilleQ.png,정확성 프로토콜,"[9, 8.25, 7.5, 6.75, 6]",25,325,"카밀이 다음 기본 공격 시 ?의 추가 물리 피해를 입히고 ?초 동안 이동 속도가 ?% 증가합니다. ?초 후에 스킬을 재사용할 수 있습니다.첫 번째 기본 공격 후 ?초가 지난 뒤 스킬을 재사용하여 공격 시 추가 피해량이 증가해 ?의 피해를 입히고, 이 중 ?는 고정 피해로 적용됩니다.이 스킬은 피해를 입힐 때 효과가 발동합니다.",CamilleW.png,전술적 휩쓸기,"[17, 15.5, 14, 12.5, 11]",50/55/60/65/70,610,"카밀이 다리를 감아올려 휩쓸며 ?의 물리 피해를 입힙니다.바깥쪽 절반에서 맞은 적은 이동 속도가 ?% 느려졌다가 ?초에 걸쳐 원래대로 돌아오며, 추가로 최대 체력에 비례해 ?의 물리 피해를 입습니다. 이때 카밀은 챔피언에게 입힌 추가 피해량의 ?%만큼 체력을 회복합니다.",CamilleE.png,갈고리 발사,"[16, 15, 14, 13, 12]",70,800,"카밀이 지형에 걸리는 갈고리를 발사해 1초 동안 자신을 지형으로 끌어당깁니다. 이 스킬은 재사용할 수 있습니다.재사용 시: 카밀이 지형으로부터 도약해 처음 마주치는 적 챔피언과 충돌하며 근처 적에게 ?의 물리 피해를 입히고 적 챔피언을 ?초 동안 기절시킵니다. 적 챔피언을 향해 도약할 경우 도약 거리가 두 배로 증가하고, 충돌 시 ?초 동안 공격 속도가 ?% 빨라집니다.",CamilleR.png,마법공학 최후통첩,"[140, 115, 90]",100,475,카밀이 잠시 대상으로 지정할 수 없게 되며 적 챔피언에게 도약해 ?초 동안 어떤 방법으로도 탈출할 수 없도록 일정 지역 내에 가두고 정신 집중을 방해합니다. 근처의 다른 적은 뒤로 밀려납니다. 갇힌 적에 대한 카밀의 기본 공격은 ?+대상 현재 체력의 ?%에 해당하는 마법 피해를 추가로 입힙니다.
18,Cassiopeia,69,카시오페아,Cassiopeia_Passive.png,독사의 품격,카시오페아는 레벨에 따라 이동 속도가 증가합니다. 장화 아이템은 구매할 수 없습니다.,CassiopeiaQ.png,맹독 폭발,"[3.5, 3.5, 3.5, 3.5, 3.5]",50/60/70/80/90,850,카시오페아가 독가스를 내뿜어 적들을 중독시키고 ?초 동안 ?의 마법 피해를 입힙니다. 챔피언에게 적중 시 카시오페아의 이동 속도가 ?% 상승했다가 ?초에 걸쳐 원래대로 돌아옵니다.,CassiopeiaW.png,독기의 늪,"[24, 22, 20, 18, 16]",70/80/90/100/110,700,"카시오페아가 맹독을 내뿜어 ?초 동안 지속되는 독구름을 남깁니다. 독구름 속의 적은 초당 ?의 마법 피해를 입고 중독, 이동 스킬 사용 불가 상태가 되고 ?% 둔화됩니다.",CassiopeiaE.png,쌍독니,"[0.75, 0.75, 0.75, 0.75, 0.75]",50/48/46/44/42,700,"카시오페아가 치명적인 가시를 발사해 ?의 마법 피해를 입힙니다. 중독된 적에게 사용 시 ?의 마법 피해를 추가로 입히고, 자신의 체력을 ? 회복합니다.해당 스킬로 대상을 처치하면 카시오페아가 마나를 ? 회복합니다.",CassiopeiaR.png,석화의 응시,"[120, 100, 80]",100,825,카시오페아가 석화의 응시로 ?의 마법 피해를 입히고 자신을 바라보는 적들을 ?초 동안 기절시킵니다. 카시오페아를 등진 적은 같은 시간 동안 ?% 둔화됩니다.
19,Chogath,31,초가스,Chogath_Passive.png,육식,초가스는 유닛을 죽이면 체력과 마나를 회복합니다. 회복량은 초가스의 레벨이 높아질수록 증가합니다.,ChogathQ.png,파열,"[6, 6, 6, 6, 6]",60,950,초가스가 땅을 파열시켜 ?초 동안 적들을 공중으로 띄워 올리고 ?의 마법 피해를 입히며 ?초 동안 ?% 둔화시킵니다.,ChogathW.png,흉포한 울부짖음,"[13, 12, 11, 10, 9]",70/80/90/100/110,300,초가스가 울부짖으며 ?초 동안 적들을 침묵시키고 ?의 마법 피해를 입힙니다.,ChogathE.png,날카로운 가시,"[8, 7, 6, 5, 4]",30,40,초가스가 다음 세 번의 기본 공격 시 가시를 발사하여 ?+대상 최대 체력의 ?에 해당하는 마법 피해를 입힙니다. 피해를 입은 적은 ?% 둔화했다가 ?초에 걸쳐 원래대로 돌아옵니다.,ChogathR.png,포식,"[80, 80, 80]",100,175,"초가스가 적을 게걸스럽게 먹어치워, 챔피언에게는 ?, 미니언과 정글 몬스터에게는 ?의 고정 피해를 입힙니다. 대상이 처치되면 초가스의 포식 중첩이 1 올라, 몸집이 커지며 최대 체력이 ? 오릅니다. 에픽 몬스터가 아닌 일반 정글 몬스터와 미니언 처치로는 최대 ?중첩까지만 얻을 수 있습니다. "
20,Corki,42,코르키,Corki_Passive.png,마법공학 탄약,코르키의 기본 공격 피해량의 일부가 마법 피해로 전환됩니다.코르키는 이따금 기지에서 폭탄 꾸러미를 회수합니다. 폭탄 꾸러미를 집으면 이동 속도가 상승하고 발키리가 업그레이드됩니다.,CorkiQ.png,인광탄,"[8, 8, 8, 8, 8]",60/70/80/90/100,825,코르키가 폭탄을 던져 ?의 마법 피해를 입힙니다. ?초 동안 폭탄에 맞은 지역과 챔피언이 드러납니다.,CorkiW.png,발키리,"[20, 19, 18, 17, 16]",100,600,코르키가 비행하며 경로를 ?초 동안 불태웁니다. 경로에 있는 적들은 초당 ?의 마법 피해를 입습니다.코르키가 폭탄 꾸러미를 가지고 있다면 폭탄 꾸러미를 소모해 먼 거리를 비행하고 이 스킬의 재사용 대기시간이 초기화되며 적중당한 적들은 옆으로 밀려나고 ?초 동안 경로룰 불태웁니다 적중당한 적들과 경로에 있는 적들은 ?초 동안 ?% 둔화되고 초당 ?의 마법 피해를 입습니다.,CorkiE.png,개틀링 건,"[16, 16, 16, 16, 16]",50,600,코르키가 전방에 개틀링 건을 발사하여 초당 ?의 물리 피해와 ?의 마법 피해를 입히고 ?초에 걸쳐 마법 저항력과 방어력을 최대 ?만큼 감소시킵니다.초당 총 피해량: ?,CorkiR.png,미사일 폭격,"[2, 2, 2]",20,1225,코르키가 처음으로 적을 맞히면 폭발하는 미사일을 발사하여 주변 적에게 ?의 마법 피해를 입힙니다. 세 번째 미사일은 매번 ?의 마법 피해를 입힙니다.이 스킬은 7회까지 충전됩니다.
21,Darius,122,다리우스,Darius_Passive.png,과다출혈,다리우스의 기본 공격과 스킬 공격은 적에게 출혈을 일으켜 5초 동안 물리 피해를 입힙니다. 최대 5회까지 중첩됩니다. 최대 중첩 시 다리우스가 분노하며 공격력이 크게 증가합니다.,DariusQ.png,학살,"[9, 8, 7, 6, 5]",30/35/40/45/50,1,"다리우스가 도끼를 들어 올린 후 주위로 휘둘러 도끼날로는 ?의 물리 피해, 도끼 자루로는 ?의 피해를 입힙니다. 도끼 자루에 맞은 적은 과다출혈이 중첩되지 않습니다.다리우스는 도끼날로 맞힌 적 챔피언과 대형 정글 몬스터 하나당 잃은 체력의 ?%를 회복합니다. 최대 ?%까지 회복됩니다.",DariusW.png,마비의 일격,"[5, 5, 5, 5, 5]",40,300,"다리우스의 다음 기본 공격은 ?의 물리 피해를 입히고, ?초 동안 ?% 둔화시킵니다.이 스킬로 대상을 처치하면 소모한 마나를 되돌려받고, 재사용 대기시간이 ?% 감소합니다.이 스킬은 피해를 입힐 때 효과가 발동합니다.",DariusE.png,포획,"[24, 21.5, 19, 16.5, 14]",70/60/50/40/30,535,기본 지속 효과: 다리우스의 방어구 관통력이 ?% 상승합니다.사용 시: 다리우스가 도끼를 걸어 끌어당기고 공중으로 띄워 올린 후 ?초 동안 ?% 둔화시킵니다.,DariusR.png,녹서스의 단두대,"[120, 100, 80]",100/100/0,460,"다리우스가 적에게 뛰어올라 치명적 타격을 가하여 ?의 고정 피해를 입힙니다. 대상의 과다출혈 중첩 하나당 ?%의 피해를 추가로 입힙니다. 최대 ?의 피해가 적용됩니다.이 스킬로 대상을 처치할 경우, 다리우스가 ?초 안에 이 스킬을 재사용할 수 있습니다. 스킬 레벨이 3이 되면 이 스킬을 사용할 때 마나가 소모되지 않으며 챔피언을 처치하면 재사용 대기시간이 완전히 초기화됩니다."
22,Diana,131,다이애나,Diana_Passive.png,서늘한 달빛 검,매 3번째 공격마다 근처 적들을 베어 추가 마법 피해를 입힙니다. 스킬 사용 후 다음 기본 공격 3회의 공격 속도가 빨라집니다.,DianaQ.png,초승달 검기,"[8, 7.5, 7, 6.5, 6]",50,900,다이애나가 달 에너지를 휘어지게 발사하여 ?의 마법 피해를 입히고 ?초 동안 달빛으로 표식을 남깁니다. 달빛은 은신 상태가 아닌 적을 드러냅니다.,DianaW.png,은빛 가호,"[15, 13.5, 12, 10.5, 9]",40/45/50/55/60,800,다이애나가 ?초 동안 주위를 돌면서 닿으면 폭발하여 각각 ?의 마법 피해를 입히는 구체를 세 개 생성합니다. 최대 ?의 피해를 입힙니다.같은 시간 동안 다이애나가 ?의 피해를 흡수하는 보호막도 얻습니다. 마지막 구체가 폭발하면 ?의 피해를 흡수하는 보호막을 추가로 얻고 지속시간이 초기화됩니다.,DianaE.png,월광 쇄도,"[22, 20, 18, 16, 14]",40/45/50/55/60,825,다이애나가 복수심에 불타는 달이 되어 적에게 돌진하고 ?의 마법 피해를 입힙니다. 대상이 달빛 효과를 받고 있으면 이 스킬의 재사용 대기시간이 초기화됩니다.,DianaR.png,달빛 낙하,"[100, 90, 80]",100,475,다이애나가 주위 적들을 드러내 끌어당긴 다음 ?초 동안 ?% 둔화시킵니다.최소 한 명의 적 챔피언에게 적중하면 다이애나가 달을 불러내어 ?의 마법 피해+추가로 끌어당기는 챔피언 하나당 ?에 해당하는 피해를 입힙니다. 최대 ?의 피해를 추가로 입힙니다.
23,Draven,119,드레이븐,Draven_Passive.png,드레이븐의 리그,드레이븐이 회전 도끼를 받아내거나 미니언 또는 몬스터를 처치하고 포탑을 철거하면 팬들의 환호를 받습니다. 적 챔피언을 처치하면 지금까지 얻은 팬들의 환호에 비례해 추가 골드를 획득합니다.,DravenQ.png,회전 도끼,"[12, 11, 10, 9, 8]",45,300,드레이븐이 회전 도끼를 준비해 다음 기본 공격이 추가로 ?의 물리 피해를 입히고 도끼가 공중으로 튕깁니다. 드레이븐이 회전 도끼를 잡으면 다시 회전 도끼를 준비합니다.드레이븐은 한 번에 2개의 회전 도끼를 들 수 있습니다.,DravenW.png,광기의 피,"[12, 12, 12, 12, 12]",40/35/30/25/20,1000,드레이븐이 유체화 상태가 되며 이동 속도가 ?% 증가하고 ?초에 걸쳐 원래대로 돌아옵니다. ?초 동안 공격 속도가 ?% 증가합니다.드레이븐이 회전 도끼를 잡으면 이 스킬의 재사용 대기시간이 초기화됩니다.,DravenE.png,비켜서라,"[18, 17, 16, 15, 14]",70,1050,드레이븐이 수평으로 도끼를 던져 ?의 물리 피해를 입히고 뒤로 밀어내며 ?초 동안 ?% 둔화시킵니다.,DravenR.png,죽음의 소용돌이,"[100, 90, 80]",100,20000,드레이븐이 ?의 물리 피해를 입히는 대형 도끼 2개를 투척합니다. 챔피언에게 적중하거나 재사용하면 도끼가 드레이븐에게 돌아옵니다. 적에게 명중할 때마다 피해량이 ?% (최소: ?%) 감소합니다.적 챔피언이 죽음의 소용돌이에 피해를 입어 체력이 드레이븐의 현재 드레이븐의 리그 중첩(?)의 ?% 이하가 되면 드레이븐이 해당 챔피언을 처치합니다.
24,DrMundo,36,문도 박사,DrMundo_Passive.png,가고 싶은 데로 간다,"문도 박사가 처음으로 적중하는 이동 불가 효과에 저항하며, 체력을 잃고 근처에 화학 물질이 든 통을 떨어뜨립니다. 통 위로 이동하면 통을 주워 체력을 회복하고 이 스킬의 재사용 대기시간을 줄입니다.또한 문도 박사의 체력 재생이 크게 증가합니다.",DrMundoQ.png,오염된 뼈톱,"[4, 4, 4, 4, 4]",0,975,문도 박사가 뼈톱을 던져 처음 맞는 적에게 적 현재 체력의 ?%에 해당하는 마법 피해를 입히고 ?초 동안 ?% 둔화시킵니다.뼈톱이 챔피언이나 몬스터에게 적중하면 문도 박사가 ?의 체력을 회복합니다. 챔피언 또는 몬스터가 아닌 대상에게 적중하면 ?의 체력을 회복합니다.,DrMundoW.png,심장 전기 충격,"[17, 16.5, 16, 15.5, 15]",0,325,문도 박사가 제세동기를 충전하여 주변 적에게 최대 ?초까지 초당 ?의 마법 피해를 입힙니다. 활성화 중 문도 박사가 입는 피해의 ?%를 회색 체력으로 저장하고 스킬을 재사용할 수 있습니다.재사용 시: 제세동기가 폭발하여 주변 적에게 ?의 마법 피해를 입힙니다. 챔피언에게 적중하면 문도 박사가 회색 체력의 ?%를 회복합니다. 챔피언이 아닌 대상에게만 적중하면 회색 체력의 ?%를 회복합니다.,DrMundoE.png,둔기에 의한 외상,"[8, 7.5, 7, 6.5, 6]",0,0,기본 지속 효과: 문도 박사가 ?의 공격력+자신이 잃은 체력에 비례하여 최대 ?의 공격력을 얻습니다.사용 시: 문도 박사가 왕진 가방을 맹렬하게 휘둘러 다음 공격 시 ?의 물리 피해를 추가로 입힙니다. 이 수치는 문도 박사가 잃은 체력에 비례하여 최대 ?까지 증가합니다. 이때 처치된 적은 밀려나며 지나치는 모든 적에게 최소 피해를 입힙니다. 작은 몬스터는 즉시 밀려납니다.,DrMundoR.png,최대 투여량,"[110, 100, 90]",0,20,"문도 박사가 화학 물질을 투여하여 일시적으로 잃은 체력의 ?%를 최대 체력으로 얻은 후 ?%의 이동 속도, ?의 공격력을 얻고 ?초에 걸쳐 최대 체력의 ?%만큼 체력을 회복합니다."
25,Ekko,245,에코,Ekko_Passive.png,Z 드라이브 공진,"같은 대상에 대한 세 번째 기본 공격 및 스킬 공격마다 추가 마법 피해를 입힙니다. 대상이 챔피언일 경우, 에코의 이동 속도가 상승합니다.",EkkoQ.png,시간의 톱니바퀴,"[9, 8.5, 8, 7.5, 7]",50/60/70/80/90,1075,에코가 장치를 던져 ?의 마법 피해를 입힙니다. 장치는 챔피언에게 맞거나 사거리 끝에 도달하면 역장을 펼쳐 안에 있는 적을 ?% 둔화시킵니다. 이후 에코가 장치를 불러들이며 ?의 마법 피해를 입힙니다.,EkkoW.png,평행 시간 교차,"[22, 20, 18, 16, 14]",30/35/40/45/50,1600,기본 지속 효과: 에코의 기본 공격은 체력이 30% 미만인 적에게 잃은 체력의 ?에 해당하는 마법 피해를 입힙니다.사용 시: 에코가 잠시 후 1.5초 동안 유지되는 시간의 구체를 발사하여 안에 있는 적을 ?% 둔화시킵니다. 에코가 구체 안에 들어가면 구체를 폭발시켜 ?초 동안 기절시키고 ?의 피해를 흡수하는 보호막을 얻습니다.,EkkoE.png,시간 도약,"[9, 8.5, 8, 7.5, 7]",40/45/50/55/60,325,에코가 돌진합니다. 다음 기본 공격이 강화되어 사거리가 늘어나고 에코가 대상 쪽으로 순간이동하며 ?의 마법 피해를 추가로 입힙니다.,EkkoR.png,시공간 붕괴,"[110, 80, 50]",100,850,"에코가 시간을 되돌려 경직 상태에 빠지며 4초 전에 있던 지점으로 되돌아가 근처의 적에게 ?의 마법 피해를 입히고 체력을 ? 회복합니다. 회복량은 이 4초 동안 에코가 잃은 체력에 따라 증가하며, 잃은 체력 1%당 회복량이 ?% 증가합니다."
